10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240
349.435 350.9756 351.786 352.314 352.6839 352.9546 353.1592 353.3173 353.4416 353.5405 353.6198 353.6839 353.736 353.7784 353.813 353.8414 353.8646 353.8837 353.8993 353.9122 353.9228 353.9316 353.9388 353.9447 
