20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440
-6.555914e-05 -0.0002287909 -0.0004231925 -0.0006215041 -0.0008063408 -0.0009685099 -0.001104715 -0.001215382 -0.001302978 -0.001370855 -0.001422528 -0.001460978 -0.001489549 -0.001510542 -0.001525642 -0.001536419 -0.001544053 -0.001549424 -0.001553178 -0.001555789 -0.001557595 -0.001559156 
