20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440
301.0941 302.1312 303.0686 303.8785 304.5461 305.0783 305.492 305.8072 306.0435 306.2183 306.3459 306.4351 306.5039 306.5488 306.581 306.6035 306.6191 306.6298 306.6371 306.6422 306.6456 306.6507 
