20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440
-7.055887e-05 -0.0004387346 -0.000815845 -0.001083884 -0.001255343 -0.001360735 -0.001424376 -0.001462456 -0.001485118 -0.001498548 -0.001506475 -0.001511156 -0.00151398 -0.001515629 -0.001516517 -0.001516991 -0.001517244 -0.001517377 -0.001517445 -0.001517479 -0.001517495 -0.001517503 
