20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440
-0.01704528 -0.03929714 -0.05690208 -0.07042812 -0.08063224 -0.08821503 -0.09377838 -0.09781543 -0.100717 -0.1027848 -0.1042472 -0.1052862 -0.106018 -0.106512 -0.1068467 -0.1070755 -0.1072313 -0.1073369 -0.1074084 -0.1074566 -0.107489 -0.1075148 
