20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440
403.2949 406.7703 408.3381 409.1563 409.6092 409.8662 410.013 410.0969 410.1445 410.1713 410.186 410.2026 410.2018 410.2013 410.2017 410.2018 410.2018 410.2018 410.2018 410.2018 410.2018 410.2017 
