20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440
-0.01778005 -0.02994089 -0.04170549 -0.05218455 -0.06098737 -0.06808562 -0.07363961 -0.07788596 -0.08107349 -0.08343045 -0.08515206 -0.08627156 -0.08729305 -0.08795539 -0.08839628 -0.08870279 -0.08891467 -0.08906018 -0.08915952 -0.08922723 -0.08927306 -0.08928139 
