20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440
0.1997169 0.1998865 0.1999433 0.1999692 0.1999826 0.1999901 0.1999943 0.1999968 0.1999982 0.199999 0.1999993 0.1999993 0.2000007 0.1999993 0.1999993 0.1999993 0.1999995 0.1999998 0.2000001 0.2000003 0.2000005 0.2000007 
