20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440
2.905854e-06 2.995093e-06 3.060145e-06 3.10738e-06 3.141223e-06 3.16521e-06 3.182065e-06 3.193825e-06 3.201979e-06 3.207601e-06 3.211458e-06 3.20916e-06 3.21609e-06 3.217126e-06 3.21791e-06 3.218427e-06 3.218775e-06 3.219008e-06 3.219163e-06 3.219267e-06 3.219336e-06 3.219453e-06 
