10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190
300.1464 300.1689 300.1844 300.1962 300.2052 300.2122 300.2175 300.2216 300.2247 300.2271 300.229 300.2304 300.2315 300.2323 300.233 300.2335 300.2339 300.2341 300.2344 
