5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150
-1.364699e-05 -3.169749e-05 -4.870974e-05 -6.469332e-05 -7.968163e-05 -9.369059e-05 -0.0001067393 -0.0001188535 -0.0001300643 -0.0001404107 -0.0001499341 -0.0001586802 -0.0001666945 -0.0001740246 -0.0001807163 -0.0001868157 -0.0001923661 -0.0001974103 -0.0002019881 -0.0002061377 -0.0002098949 -0.0002132888 -0.000216354 -0.0002191197 -0.0002216129 -0.0002238587 -0.0002258801 -0.0002276982 -0.0002293323 -0.0002308 
