5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150
-3.078394e-08 -2.909719e-06 -2.090274e-05 -6.278163e-05 -0.0001261119 -0.0002034861 -0.0002875446 -0.000372665 -0.0004550718 -0.0005324951 -0.0006037246 -0.0006682846 -0.0007261522 -0.0007775969 -0.0008230394 -0.0008629868 -0.0008979662 -0.0009285049 -0.0009551002 -0.0009782171 -0.0009982799 -0.001015665 -0.00103072 -0.001043744 -0.001055005 -0.001064735 -0.001073139 -0.001080395 -0.001086658 -0.001092063 
