10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190
4.395789e-05 4.401125e-05 4.404778e-05 4.407521e-05 4.409597e-05 4.41117e-05 4.412361e-05 4.413265e-05 4.41395e-05 4.41447e-05 4.414864e-05 4.415163e-05 4.415389e-05 4.41556e-05 4.415691e-05 4.41579e-05 4.415865e-05 4.415922e-05 4.415965e-05 
