15 35 55 75 95 115 135 155 175 195 215 235 255 275 295 315 335 355 375 395
401.7048 406.3693 408.4428 409.566 409.566 410.617 410.8584 411.0063 411.0966 411.1514 411.1844 411.2039 411.2242 411.2315 411.2355 411.2376 411.2386 411.2391 411.2392 411.2392 
