15 35 55 75 95 115 135 155 175 195 215 235 255 275 295 315 335 355 375 395
-1.595578e-05 -0.0002426407 -0.0005506063 -0.0007977922 -0.0007977922 -0.001084567 -0.001158683 -0.001206195 -0.001236458 -0.00125565 -0.001267777 -0.001275411 -0.001280213 -0.001283277 -0.001285214 -0.001286424 -0.001287172 -0.001287628 -0.001287902 -0.001288065 
