15 35 55 75 95 115 135 155 175 195 215 235 255 275 295 315 335 355 375 395
-0.00747663 -0.02390787 -0.03787437 -0.0492473 -0.0492473 -0.06549218 -0.07105084 -0.07532153 -0.07857102 -0.08102247 -0.08285793 -0.08422283 -0.08524162 -0.08599637 -0.08654838 -0.08695016 -0.08724133 -0.0874515 -0.08760264 -0.08771094 
