15 35 55 75 95 115 135 155 175 195 215 235 255 275 295 315 335 355 375 395
2.876777e-06 2.978087e-06 3.054019e-06 3.11239e-06 3.11239e-06 3.189754e-06 3.214346e-06 3.232461e-06 3.245723e-06 3.25538e-06 3.262378e-06 3.267426e-06 3.266042e-06 3.268681e-06 3.270558e-06 3.271899e-06 3.272851e-06 3.273525e-06 3.274001e-06 3.274336e-06 
