15 35 55 75 95 115 135 155 175 195 215 235 255 275 295 315 335 355 375 395
300.7914 301.9 302.926 303.873 303.873 305.4086 305.9893 306.4584 306.8309 307.1227 307.3486 307.5216 307.6521 307.7507 307.8244 307.8791 307.9196 307.9493 307.9711 307.9869 
