15 35 55 75 95 115 135 155 175 195 215 235 255 275 295 315 335 355 375 395
0.1995946 0.1998512 0.1999237 0.1999565 0.1999565 0.1999842 0.1999903 0.1999941 0.1999964 0.1999978 0.1999987 0.1999992 0.1999993 0.1999993 0.1999993 0.1999993 0.1999993 0.1999993 0.1999993 0.1999994 
