15 35 55 75 95 115 135 155 175 195 215 235 255 275 295 315 335 355 375 395
-0.01487722 -0.02730832 -0.04023349 -0.05259936 -0.05259936 -0.07326834 -0.0812261 -0.08769115 -0.09284233 -0.09688235 -0.1000097 -0.1024038 -0.1040629 -0.1054516 -0.1064877 -0.1072551 -0.1078204 -0.1082347 -0.1085367 -0.1087554 
