10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250 260 270 280 290 300 310 320 330 340 350 360 370 380 390 400
396.9773 400.8467 402.9716 404.4175 405.4737 406.2788 406.9106 407.4168 407.8283 407.8283 408.4458 408.6784 408.8725 409.0351 409.1714 409.286 409.3823 409.4634 409.5317 409.5892 409.6378 409.6787 409.7132 409.7422 409.7668 409.7875 409.8049 409.8196 409.832 409.8425 409.8513 409.8588 409.865 409.8702 409.8747 409.8784 409.8815 409.8841 409.8864 409.8882 
