5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150
-7.676958e-06 -1.689309e-05 -2.564862e-05 -3.39769e-05 -4.188761e-05 -4.937769e-05 -5.644558e-05 -6.30926e-05 -6.932505e-05 -7.515287e-05 -8.058828e-05 -8.564654e-05 -9.03437e-05 -9.469756e-05 -9.872589e-05 -0.0001024472 -0.0001058798 -0.0001090416 -0.0001119504 -0.0001146233 -0.0001170763 -0.0001193256 -0.0001213857 -0.0001232707 -0.0001249938 -0.0001265677 -0.0001280042 -0.0001293143 -0.0001305085 -0.0001315961 
