5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150
-0.0006275277 -0.002796542 -0.005231042 -0.007521117 -0.009595326 -0.01145548 -0.01311916 -0.01460577 -0.01593379 -0.01711998 -0.01817932 -0.01912536 -0.01997008 -0.02072434 -0.02139774 -0.02199893 -0.02253564 -0.02301474 -0.02344242 -0.02382415 -0.02416486 -0.02446896 -0.02474036 -0.02498256 -0.0251987 -0.02539157 -0.02556367 -0.02571723 -0.02585424 -0.02597648 
