5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150
387.9843 392.583 394.4763 395.6846 396.5617 397.2323 397.7597 398.1824 398.5262 398.8091 399.044 399.2409 399.4068 399.5477 399.6677 399.7705 399.8588 399.9348 400.0006 400.0575 400.1069 400.1497 400.187 400.2195 400.2479 400.2726 400.2942 400.313 400.3295 400.3439 
