10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250
-3.0714e-06 -6.752053e-05 -0.0002220256 -0.0004117029 -0.0005947756 -0.0007537613 -0.0008846466 -0.0009892477 -0.001071387 -0.001135193 -0.001184415 -0.001222217 -0.001251167 -0.001273294 -0.001290188 -0.001303077 -0.001312906 -0.001320402 -0.001326117 -0.001330476 -0.0013338 -0.001336337 -0.001338273 -0.00133975 -0.001340878 
