10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250
-4.611964e-05 -0.0001367217 -0.0002317536 -0.0003259675 -0.0004164638 -0.0005013769 -0.0005796125 -0.0006506508 -0.0007143867 -0.0007709976 -0.0008208531 -0.0008644362 -0.000902293 -0.0009349892 -0.0009630856 -0.0009871203 -0.001007596 -0.001024976 -0.001039676 -0.001052071 -0.001062477 -0.001071189 -0.001078465 -0.00108453 -0.001089574 
