10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250
0.1993726 0.199749 0.1998523 0.1999043 0.1999348 0.199954 0.1999668 0.1999757 0.199982 0.1999865 0.1999899 0.1999924 0.1999942 0.1999956 0.1999967 0.1999975 0.1999981 0.1999985 0.1999989 0.1999992 0.1999993 0.1999993 0.1999993 0.1999993 0.1999993 
