10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250
5.616906e-06 5.69846e-06 5.755769e-06 5.802013e-06 5.839748e-06 5.870545e-06 5.895647e-06 5.916085e-06 5.93271e-06 5.946218e-06 5.957185e-06 5.966081e-06 5.973293e-06 5.979133e-06 5.98386e-06 5.987684e-06 5.990774e-06 5.993269e-06 5.995284e-06 5.996904e-06 5.998203e-06 5.999246e-06 6.00009e-06 6.000763e-06 6.001307e-06 
