10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250
301.1965 301.8206 302.2671 302.65 302.9821 303.2688 303.5149 303.7251 303.9039 304.0553 304.183 304.2905 304.3807 304.4561 304.519 304.5714 304.6149 304.651 304.6809 304.7054 304.7255 304.742 304.7555 304.7666 304.7757 
