10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250
-0.005131834 -0.01584382 -0.02572955 -0.03419852 -0.04137135 -0.04741661 -0.05249238 -0.05674031 -0.06028537 -0.06323593 -0.06568602 -0.06771617 -0.0693951 -0.07078102 -0.07192311 -0.07286279 -0.07363478 -0.07426811 -0.074787 -0.07521159 -0.07555871 -0.07584174 -0.07607234 -0.07626006 -0.07641274 
