10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250
-0.03312787 -0.04645384 -0.05706328 -0.06636158 -0.07452148 -0.08162332 -0.08775583 -0.09301588 -0.09750215 -0.1013088 -0.1045253 -0.1072328 -0.1095041 -0.1114036 -0.112988 -0.114306 -0.1154001 -0.1163063 -0.1170554 -0.1176753 -0.1181879 -0.1186083 -0.118953 -0.1192359 -0.1194671 
