20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400
-3.56688e-05 -0.0002287212 -0.0004325026 -0.0005812907 -0.0006787651 -0.0007398942 -0.0007773777 -0.0008000234 -0.0008135344 -0.0008214917 -0.0008261075 -0.0008287336 -0.0008301889 -0.0008309662 -0.0008313587 -0.0008315387 -0.0008316055 -0.0008316155 -0.0008315997 -0.0008315745 
