20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400
-0.008210084 -0.01997507 -0.02991374 -0.03800582 -0.04446043 -0.04951572 -0.05341123 -0.0563702 -0.05858932 -0.06023479 -0.06144252 -0.06232078 -0.06295405 -0.06340645 -0.06372623 -0.06395088 -0.06410784 -0.06421697 -0.06429249 -0.06434456 
