20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400
0.1014343 0.1015258 0.1015577 0.1015728 0.1015808 0.1015852 0.1015878 0.1015892 0.10159 0.1015904 0.1015906 0.1015908 0.1015908 0.1015908 0.1015908 0.1015908 0.1015908 0.1015908 0.1015908 0.1015908 
