5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160
2.641606e-05 2.650828e-05 2.655953e-05 2.659928e-05 2.663302e-05 2.666237e-05 2.668808e-05 2.671064e-05 2.673046e-05 2.674788e-05 2.676318e-05 2.677663e-05 2.678845e-05 2.679884e-05 2.680797e-05 2.6816e-05 2.682305e-05 2.682925e-05 2.68347e-05 2.68395e-05 2.684371e-05 2.684741e-05 2.685067e-05 2.685353e-05 2.685605e-05 2.685826e-05 2.68602e-05 2.68619e-05 2.68634e-05 2.686472e-05 2.686587e-05 2.686689e-05 
