5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160
-0.000958722 -0.004370007 -0.008242788 -0.01188372 -0.01516665 -0.01809352 -0.02069442 -0.0230028 -0.02505054 -0.02686655 -0.02847652 -0.02990362 -0.03116827 -0.03228886 -0.03328155 -0.03416087 -0.03493961 -0.03562921 -0.03623977 -0.03678029 -0.03725877 -0.03768225 -0.03805704 -0.03838867 -0.03868212 -0.03894173 -0.0391714 -0.03937452 -0.03955417 -0.03971302 -0.03985348 -0.03997767 
