5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160
388.8055 393.582 395.538 396.7733 397.6598 398.3297 398.8505 399.263 399.5947 399.8643 400.0857 400.2689 400.4216 400.5496 400.6573 400.7484 400.8257 400.8914 400.9475 400.9954 401.0364 401.0716 401.1018 401.1277 401.1501 401.1693 401.1858 401.2001 401.2124 401.223 401.2322 401.2401 
