5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160
-1.722185e-05 -4.003993e-05 -6.174899e-05 -8.227256e-05 -0.0001016184 -0.0001197858 -0.0001367838 -0.0001526294 -0.000167353 -0.0001809936 -0.0001935959 -0.0002052111 -0.0002158917 -0.0002256938 -0.0002346719 -0.0002428818 -0.0002503767 -0.0002572093 -0.0002634292 -0.0002690842 -0.0002742199 -0.0002788783 -0.0002830997 -0.000286921 -0.0002903774 -0.0002935009 -0.0002963203 -0.0002988628 -0.0003011542 -0.0003032179 -0.0003050752 -0.0003067459 
