5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160
300.6109 300.7667 300.8516 300.917 300.9729 301.022 301.0654 301.1039 301.1381 301.1684 301.1954 301.2194 301.2406 301.2595 301.2763 301.2912 301.3044 301.3162 301.3266 301.3358 301.344 301.3513 301.3578 301.3635 301.3686 301.3731 301.3771 301.3806 301.3837 301.3865 301.3889 301.3911 
