5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160
-3.117964e-08 -2.929357e-06 -2.106492e-05 -6.332387e-05 -0.0001272985 -0.0002055428 -0.0002906394 -0.0003768951 -0.0004604927 -0.0005391188 -0.0006115331 -0.0006772385 -0.0007361979 -0.0007886717 -0.0008350755 -0.0008759145 -0.0009117158 -0.0009430084 -0.0009702922 -0.0009940358 -0.001014667 -0.00103257 -0.001048091 -0.001061535 -0.001073173 -0.001083241 -0.001091948 -0.001099475 -0.001105981 -0.001111602 -0.001116458 -0.001120653 
