20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480 500 520 540 560 580 600 620 640 660 680
-0.005774071 -0.005503111 -0.005787359 -0.006111801 -0.006436936 -0.006765193 -0.007113472 -0.007506198 -0.007972052 -0.008541784 -0.009246457 -0.01011589 -0.01117733 -0.01245434 -0.01396608 -0.01572664 -0.01774508 -0.02002516 -0.02256575 -0.02536109 -0.0284015 -0.03167366 -0.0351614 -0.03884627 -0.04270806 -0.04672538 -0.05087629 -0.05505906 -0.05939701 -0.06380282 -0.06825525 -0.07273448 -0.07722187 -0.08170018 
