20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480 500 520 540 560 580 600 620 640 660 680 700 720 740 760 780 800 820 840 860
416.9323 425.628 431.7874 436.7556 440.9478 444.5646 447.7203 450.492 452.937 455.101 457.0214 458.7297 460.2524 461.6123 462.829 463.9195 464.8981 465.7778 466.5697 467.2834 467.9274 468.5093 469.0355 469.512 469.9439 470.3356 470.6914 471.055 471.359 471.6345 471.8849 472.1129 472.3208 472.5102 472.6832 472.8411 472.9855 473.0765 473.1871 473.2897 473.3842 473.4712 473.5513 
