20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480 500 520 540 560 580 600 620 640 660 680
0.1994106 0.1996416 0.1997174 0.1997656 0.1997994 0.1998257 0.1998474 0.1998656 0.1998812 0.1998947 0.1999065 0.1999167 0.1999257 0.1999336 0.1999405 0.1999466 0.1999521 0.1999569 0.1999612 0.199965 0.1999684 0.1999714 0.1999741 0.1999766 0.1999788 0.1999807 0.1999825 0.1999835 0.1999851 0.1999864 0.1999877 0.1999888 0.1999898 0.1999906 
