20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480 500 520 540 560 580 600 620 640 660 680 700 720 740 760 780 800 820 840 860 880 900 920 940 960 980 1000 1020 1040 1060 1080 1100 1120
0.1012811 0.1013962 0.1014395 0.1014646 0.1014823 0.101496 0.1015073 0.1015169 0.1015251 0.1015323 0.1015385 0.101544 0.1015488 0.1015531 0.1015568 0.1015602 0.1015631 0.1015658 0.1015681 0.1015703 0.1015721 0.1015738 0.1015754 0.1015768 0.101578 0.1015791 0.1015801 0.101581 0.1015819 0.1015826 0.1015833 0.1015839 0.1015845 0.101585 0.1015855 0.1015859 0.1015863 0.1015866 0.101587 0.1015873 0.1015875 0.1015878 0.101588 0.1015882 0.1015884 0.1015886 0.1015888 0.1015889 0.101589 0.1015892 0.1015893 0.1015894 0.1015895 0.1015896 0.1015897 0.1015897 
