20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480 500
4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 4.907837e-07 
