20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480 500 520 540 560 580 600 620 640 660 680 700 720 740 760 780 800 820 840 860 880 900 920 940 960 980 1000 1020 1040 1060 1080 1100 1120 1140 1160 1180 1200 1220 1240 1260 1280
-0.003012243 -0.002862238 -0.003012574 -0.003183378 -0.003351555 -0.003515188 -0.003679694 -0.003854317 -0.004050619 -0.004281575 -0.004560854 -0.004902157 -0.00531862 -0.005822275 -0.006423615 -0.007131268 -0.007951785 -0.008889536 -0.009946705 -0.01112337 -0.01241766 -0.0138259 -0.0153429 -0.01696214 -0.01867605 -0.02047619 -0.02235357 -0.02429876 -0.02630215 -0.02835409 -0.03044503 -0.03256567 -0.034707 -0.03686047 -0.03901798 -0.04117194 -0.04331533 -0.04544169 -0.04754516 -0.04962042 -0.05166274 -0.05366794 -0.05563237 -0.05755288 -0.0594268 -0.06125192 -0.06302645 -0.06474899 -0.06641849 -0.06803423 -0.0695958 -0.07110306 -0.0725561 -0.07395525 -0.075301 -0.07659405 -0.0778352 -0.07902542 -0.08016577 -0.08125739 -0.08230152 -0.08329944 -0.08425249 -0.08516204 
