20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480 500 520 540 560 580 600 620 640 660
0.1994485 0.1996696 0.1997587 0.1998132 0.1998132 0.1998857 0.1999126 0.1999354 0.1999549 0.1999714 0.1999851 0.1999962 0.2000049 0.2000114 0.200016 0.2000189 0.2000204 0.2000209 0.2000207 0.2000198 0.2000187 0.2000173 0.2000159 0.2000144 0.200013 0.2000116 0.2000104 0.2000092 0.2000082 0.2000072 0.2000063 0.2000056 0.2000049 
