20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480 500 520 540 560 580 600 620 640 660
5.704426e-07 5.895352e-07 6.081918e-07 6.271332e-07 6.271332e-07 6.68151e-07 6.891907e-07 7.110707e-07 7.337474e-07 7.57084e-07 7.808463e-07 8.047096e-07 8.2828e-07 8.511297e-07 8.728424e-07 8.930592e-07 9.115134e-07 9.280497e-07 9.426226e-07 9.552819e-07 9.6615e-07 9.753919e-07 9.831943e-07 9.897469e-07 9.9523e-07 9.998069e-07 1.003621e-06 1.006795e-06 1.009433e-06 1.01162e-06 1.013429e-06 1.01492e-06 1.016142e-06 
