20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480 500 520 540 560 580 600 620 640 660
300.0 300.0005 300.0052 300.0222 300.0222 300.1599 300.3315 300.6157 301.0491 301.6673 302.5008 303.5707 304.8864 306.4439 308.2259 310.2037 312.3404 314.5945 316.9228 319.2837 321.639 323.9554 326.2048 328.3644 330.4168 332.3494 334.1537 335.8251 337.3621 338.7659 340.0397 341.1884 342.218 
