20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400 420 440 460 480 500 520 540 560 580 600 620 640 660
-0.005755716 -0.005469963 -0.005720601 -0.00601583 -0.00601583 -0.00678553 -0.007411534 -0.008351385 -0.009749591 -0.01176227 -0.01454275 -0.01822427 -0.02290203 -0.02861774 -0.03535077 -0.04301785 -0.05148153 -0.06056712 -0.07007884 -0.0798191 -0.0896023 -0.09926419 -0.1086667 -0.1176997 -0.1262799 -0.1343482 -0.141867 -0.1488161 -0.1551902 -0.1609961 -0.1662493 -0.1709725 -0.1751933 
