# Wall heat-flux
# Time        	patch         	min           	max           	integral      
9.200000e+01	metalInlet	-4.578486e+00	-1.231665e-01	-8.230309e-05
9.200000e+01	metalOutlet	-3.185049e+00	-1.443700e+00	-4.464201e-05
9.200000e+01	metalExternal	-3.227029e+01	-1.442634e+00	-3.817150e-03
9.200000e+01	metal_to_fluid	-1.099122e+04	9.156304e+01	-1.265840e-02
9.200000e+01	metal_to_heater	2.630104e+03	1.141980e+04	2.031621e-02
