# Wall heat-flux
# Time        	patch         	min           	max           	integral      
5.000000e+01	metalInlet	-2.586488e+00	-5.856593e-02	-4.279897e-05
5.000000e+01	metalOutlet	-2.482265e+00	-7.396251e-01	-2.624108e-05
5.000000e+01	metalExternal	-2.936509e+01	-7.388571e-01	-2.572182e-03
5.000000e+01	metal_to_fluid	-1.085393e+04	1.439097e+02	-1.010797e-02
5.000000e+01	metal_to_heater	2.668660e+03	1.129478e+04	2.031127e-02
