# Wall heat-flux
# Time        	patch         	min           	max           	integral      
4.000000e+00	metalInlet	-5.681265e-05	-4.318703e-08	-3.130167e-10
4.000000e+00	metalOutlet	-3.457842e-01	-1.906068e-07	-2.951058e-07
4.000000e+00	metalExternal	-3.935117e+00	-4.333666e-08	-3.302736e-05
4.000000e+00	metal_to_fluid	-9.358770e+03	4.118394e+02	-4.021519e-03
4.000000e+00	metal_to_heater	3.133413e+03	9.945633e+03	1.998185e-02
