5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200 205 210
-0.07047411 -0.08629689 -0.09561586 -0.1031961 -0.1099813 -0.1162267 -0.1220239 -0.1274189 -0.1324445 -0.137127 -0.1414908 -0.1455573 -0.1493468 -0.1528777 -0.1561676 -0.1592324 -0.1620874 -0.1647465 -0.1672229 -0.1695288 -0.1716757 -0.1736743 -0.1755345 -0.1772658 -0.1788769 -0.180377 -0.1817708 -0.1830678 -0.1842742 -0.185396 -0.1864392 -0.1874091 -0.1883107 -0.1891487 -0.1899277 -0.1906515 -0.1913241 -0.191949 -0.1925295 -0.1930691 -0.1935703 -0.1940359 
