5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200 205 210
300.6141 300.7755 300.8654 300.9373 301.0014 301.0604 301.1153 301.1664 301.2141 301.2586 301.3002 301.3389 301.3751 301.4089 301.4404 301.4698 301.4972 301.5227 301.5466 301.5688 301.5895 301.6088 301.6268 301.6436 301.6592 301.6738 301.6874 301.7 301.7117 301.7227 301.7329 301.7424 301.7512 301.7594 301.767 301.7741 301.7807 301.7869 301.7926 301.7979 301.8028 301.8074 
