5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200 205 210
0.1980701 0.199438 0.1996706 0.1997622 0.1998149 0.1998506 0.1998767 0.1998966 0.1999121 0.1999245 0.1999346 0.1999429 0.1999499 0.1999557 0.1999607 0.199965 0.1999687 0.199972 0.1999748 0.1999773 0.1999795 0.1999815 0.1999833 0.1999849 0.1999863 0.1999876 0.1999887 0.1999897 0.1999907 0.1999915 0.1999923 0.199993 0.1999936 0.1999942 0.1999947 0.1999952 0.1999956 0.199996 0.1999963 0.1999967 0.199997 0.1999972 
