5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200 205 210
389.0173 393.8839 395.9299 397.2768 398.2899 399.0938 399.7502 400.2965 400.7578 401.1517 401.4915 401.7869 402.0457 402.2735 402.4753 402.6546 402.8147 402.958 403.0865 403.2022 403.3064 403.4005 403.4856 403.5626 403.6323 403.6956 403.753 403.8052 403.8525 403.8956 403.9348 403.9704 404.0029 404.0324 404.0594 404.0839 404.1062 404.1266 404.1452 404.1621 404.1775 404.1916 
