5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150
300.0747 300.0875 300.0946 300.1 300.1046 300.1086 300.1121 300.1151 300.1177 300.12 300.122 300.1237 300.1253 300.1266 300.1278 300.1288 300.1296 300.1304 300.1311 300.1317 300.1322 300.1326 300.133 300.1333 300.1336 300.1339 300.1341 300.1343 300.1345 300.1346 
