20 40 60 80 100 120 140 160 180 200 220
2.453725e-06 2.453725e-06 2.453725e-06 2.453725e-06 2.453725e-06 2.453725e-06 2.453725e-06 2.453725e-06 2.453725e-06 2.453725e-06 2.453725e-06 
