20 40 60 80 100 120 140 160 180 200 220
-0.007044135 -0.01186402 -0.01744322 -0.02351904 -0.02985507 -0.0362528 -0.04255203 -0.04862902 -0.0543932 -0.05978299 -0.06476121 
