10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160
-2.909848e-06 -6.278115e-05 -0.0002034854 -0.0003726643 -0.0005324944 -0.000668284 -0.0007775965 -0.0008629865 -0.0009285047 -0.0009782177 -0.001015664 -0.001043744 -0.001064735 -0.001080395 -0.001092063 -0.00110075 
