10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160
393.1109 396.2398 397.7605 398.669 399.2521 399.6431 399.9133 400.1041 400.2409 400.3401 400.4127 400.4659 400.5052 400.5342 400.5558 400.5718 
