10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160
0.1994646 0.1997917 0.1998817 0.199926 0.1999513 0.1999667 0.1999767 0.1999834 0.199988 0.1999913 0.1999936 0.1999953 0.1999965 0.1999974 0.1999981 0.1999986 
