10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160
-0.09316444 -0.109371 -0.1207712 -0.129591 -0.1364676 -0.1418327 -0.1460179 -0.1492819 -0.1518266 -0.15381 -0.155357 -0.1565621 -0.1574999 -0.1582297 -0.1587975 -0.1592391 
